Score|InChI|FragmenterScore_Values|MaximumTreeDepth|MonoisotopicMass|Identifier|MolecularFormula|FormulasOfExplPeaks|InChIKey2|InChIKey1|FragmenterScore|ExplPeaks|NoExplPeaks|NumberPeaksUsed
0.9304854712927176|InChI=1S/C42H80NO8P/c1-6-8-10-12-14-16-18-20-21-23-25-27-29-31-33-35-42(45)51-40(39-50-52(46,47)49-37-36-43(3,4)5)38-48-41(44)34-32-30-28-26-24-22-19-17-15-13-11-9-7-2/h16,18,20-21,40H,6-15,17,19,22-39H2,1-5H3/b18-16-,21-20+/t40-/m1/s1|431.0;607.0;1.00000376E8;276.0|3|757.562158|LMGP01010591|C42H80NO8P|253.208532772547:[C16H31O2-H]-H-;478.277327444057:[C23H46NO7P]-H-;506.30741028005:[C25H46O8P+2H]-H-;742.519317973328:[C41H77NO8P+H]-H-|PWEUVDJUSA|BJKWDKQJEMVIKS|164.86667834596645|253.208532772547_999.0;478.277327444057_56.1;506.30741028005_51.7;742.519317973328_230.8|4|4
0.9304854712927176|InChI=1S/C42H80NO8P/c1-6-8-10-12-14-16-18-20-21-23-25-27-29-31-33-35-42(45)51-40(39-50-52(46,47)49-37-36-43(3,4)5)38-48-41(44)34-32-30-28-26-24-22-19-17-15-13-11-9-7-2/h16,18,20-21,40H,6-15,17,19,22-39H2,1-5H3/b18-16+,21-20+/t40-/m1/s1|431.0;607.0;1.00000376E8;276.0|3|757.562158|LMGP01010590|C42H80NO8P|253.208532772547:[C16H31O2-H]-H-;478.277327444057:[C23H46NO7P]-H-;506.30741028005:[C25H46O8P+2H]-H-;742.519317973328:[C41H77NO8P+H]-H-|ARUZQIEBSA|BJKWDKQJEMVIKS|164.86667834596645|253.208532772547_999.0;478.277327444057_56.1;506.30741028005_51.7;742.519317973328_230.8|4|4
0.9304854712927176|InChI=1S/C42H80NO8P/c1-6-8-10-12-14-16-18-20-21-23-25-27-29-31-33-35-42(45)51-40(39-50-52(46,47)49-37-36-43(3,4)5)38-48-41(44)34-32-30-28-26-24-22-19-17-15-13-11-9-7-2/h12,14,16,18,40H,6-11,13,15,17,19-39H2,1-5H3/b14-12-,18-16-/t40-/m1/s1|431.0;607.0;1.00000376E8;276.0|3|757.562158|LMGP01010586|C42H80NO8P|253.208532772547:[C16H31O2-H]-H-;478.277327444057:[C23H46NO7P]-H-;506.30741028005:[C25H46O8P+2H]-H-;742.519317973328:[C41H77NO8P+H]-H-|GAFNOKDPSA|SRVZLYMJPFUQMZ|164.86667834596645|253.208532772547_999.0;478.277327444057_56.1;506.30741028005_51.7;742.519317973328_230.8|4|4
0.9304854712927176|InChI=1S/C42H80NO8P/c1-6-8-10-12-14-16-18-20-21-23-25-27-29-31-33-35-42(45)51-40(39-50-52(46,47)49-37-36-43(3,4)5)38-48-41(44)34-32-30-28-26-24-22-19-17-15-13-11-9-7-2/h14,16,18,20,40H,6-13,15,17,19,21-39H2,1-5H3/b16-14-,20-18+/t40-/m1/s1|431.0;607.0;1.00000376E8;276.0|3|757.562158|LMGP01010585|C42H80NO8P|253.208532772547:[C16H31O2-H]-H-;478.277327444057:[C23H46NO7P]-H-;506.30741028005:[C25H46O8P+2H]-H-;742.519317973328:[C41H77NO8P+H]-H-|CUXJVTSPSA|YIESKSYNEFFZIQ|164.86667834596645|253.208532772547_999.0;478.277327444057_56.1;506.30741028005_51.7;742.519317973328_230.8|4|4
0.930153937329744|InChI=1S/C42H80NO8P/c1-6-8-10-12-14-16-18-20-21-23-24-26-28-30-32-34-41(44)48-38-40(39-50-52(46,47)49-37-36-43(3,4)5)51-42(45)35-33-31-29-27-25-22-19-17-15-13-11-9-7-2/h28,30,32,34,40H,6-27,29,31,33,35-39H2,1-5H3/b30-28+,34-32+/t40-/m1/s1|431.0;607.0;276.0|3|757.562158|LMGP01010920|C42H80NO8P|253.208532772547:[C16H31O2-H]-H-;478.277327444057:[C23H46NO7P]-H-;742.519317973328:[C41H77NO8P+H]-H-|NSSFMFGJSA|WQFCDFOSFXSVBR|164.80793599595597|253.208532772547_999.0;478.277327444057_56.1;742.519317973328_230.8|3|4
0.930153937329744|InChI=1S/C42H80NO8P/c1-6-8-10-12-14-16-18-20-21-23-25-27-29-31-33-35-42(45)51-40(39-50-52(46,47)49-37-36-43(3,4)5)38-48-41(44)34-32-30-28-26-24-22-19-17-15-13-11-9-7-2/h29,31,33,35,40H,6-28,30,32,34,36-39H2,1-5H3/b31-29-,35-33-/t40-/m1/s1|431.0;607.0;276.0|3|757.562158|LMGP01010588|C42H80NO8P|253.208532772547:[C16H31O2-H]-H-;478.277327444057:[C23H46NO7P]-H-;742.519317973328:[C41H77NO8P+H]-H-|DTYIFQBKSA|CFORBWCMGILWNN|164.80793599595597|253.208532772547_999.0;478.277327444057_56.1;742.519317973328_230.8|3|4
0.930153937329744|InChI=1S/C42H80NO8P/c1-6-8-10-12-14-16-18-20-21-23-25-27-29-31-33-35-42(45)51-40(39-50-52(46,47)49-37-36-43(3,4)5)38-48-41(44)34-32-30-28-26-24-22-19-17-15-13-11-9-7-2/h29,31,33,35,40H,6-28,30,32,34,36-39H2,1-5H3/b31-29+,35-33+/t40-/m1/s1|431.0;607.0;276.0|3|757.562158|LMGP01010587|C42H80NO8P|253.208532772547:[C16H31O2-H]-H-;478.277327444057:[C23H46NO7P]-H-;742.519317973328:[C41H77NO8P+H]-H-|ONIHBDGASA|CFORBWCMGILWNN|164.80793599595597|253.208532772547_999.0;478.277327444057_56.1;742.519317973328_230.8|3|4
0.8347511509606702|InChI=1S/C42H80NO8P/c1-6-8-10-12-14-16-17-18-19-20-21-22-23-24-25-27-28-30-32-34-41(44)48-38-40(39-50-52(46,47)49-37-36-43(3,4)5)51-42(45)35-33-31-29-26-15-13-11-9-7-2/h14,16,18-19,40H,6-13,15,17,20-39H2,1-5H3/b16-14-,19-18-/t40-/m1/s1|1138.0;1514.0;1.00000376E8;276.0|3|757.562158|LMGP01012035|C42H80NO8P|253.208532772547:[C16H27O2+2H]-;478.277327444057:[C23H42NO7P+3H]-;506.30741028005:[C25H46O8P+2H]-H-;742.519317973328:[C41H77NO8P+H]-H-|HRJWAVGKSA|IWIFEVQMTXPXSD|147.90413579822993|253.208532772547_999.0;478.277327444057_56.1;506.30741028005_51.7;742.519317973328_230.8|4|4
0.8347511509606702|InChI=1S/C42H80NO8P/c1-6-8-10-12-14-16-17-18-19-20-21-22-23-24-25-27-29-31-33-35-42(45)51-40(39-50-52(46,47)49-37-36-43(3,4)5)38-48-41(44)34-32-30-28-26-15-13-11-9-7-2/h14,16,18-19,40H,6-13,15,17,20-39H2,1-5H3/b16-14-,19-18-/t40-/m1/s1|1138.0;1514.0;1.00000376E8;276.0|3|757.562158|LMGP01011336|C42H80NO8P|253.208532772547:[C16H27O2+2H]-;478.277327444057:[C23H42NO7P+3H]-;506.30741028005:[C25H46O8P+2H]-H-;742.519317973328:[C41H77NO8P+H]-H-|HRJWAVGKSA|XJHXMEGXCYRRPW|147.90413579822993|253.208532772547_999.0;478.277327444057_56.1;506.30741028005_51.7;742.519317973328_230.8|4|4
0.8027337328083879|InChI=1S/C42H80NO8P/c1-6-8-10-12-14-16-18-20-21-23-24-26-28-30-32-34-41(44)48-38-40(39-50-52(46,47)49-37-36-43(3,4)5)51-42(45)35-33-31-29-27-25-22-19-17-15-13-11-9-7-2/h29,31,33,35,40H,6-28,30,32,34,36-39H2,1-5H3/b31-29+,35-33+/t40-/m1/s1|1.00000331E8;1138.0;1083.0;276.0|3|757.562158|LMGP01010745|C42H80NO8P|253.208532772547:[C16H30O2]-H-;478.277327444057:[C23H41O8P+2H]-;506.30741028005:[C25H45O8P+2H]-;742.519317973328:[C41H77NO8P+H]-H-|ONIHBDGASA|KFEAIZLCQYTLRR|142.23117738798513|253.208532772547_999.0;478.277327444057_56.1;506.30741028005_51.7;742.519317973328_230.8|4|4
