Score,CandidateLipidClassType,SpectrumLipidClassType,Type
101.73505918643485,LMGL0301,LMSP0201,bg
71.51208840285905,LMGL0301,LMSP0202,bg
0.08107531788547653,LMGL0301,LMGP0101,bg
52.34082709014668,LMGL0301,LMGP0201,bg
40.84658030449142,LMGL0301,LMGP0301,bg
24.25386182830548,LMGL0301,LMGP0601,bg
23.84155123548466,LMGL0301,LMSP0201,bg
26.932657273704816,LMGL0301,LMSP0202,bg
0.08107531788547653,LMGL0301,LMGP0101,bg
52.34082709014668,LMGL0301,LMGP0201,bg
40.84658030449142,LMGL0301,LMGP0301,bg
24.25386182830548,LMGL0301,LMGP0601,bg
23.84155123548466,LMGL0301,LMSP0201,bg
26.932657273704816,LMGL0301,LMSP0202,bg
0.0976078645797746,LMGL0301,LMGP0101,bg
299.29807769165626,LMGL0301,LMGP0201,bg
410.78643394537,LMGL0301,LMGP0301,bg
302.8867359659661,LMGL0301,LMGP0601,bg
101.73505918643485,LMGL0301,LMSP0201,bg
71.51208840285905,LMGL0301,LMSP0202,bg
0.0976078645797746,LMGL0301,LMGP0101,bg
299.29807769165626,LMGL0301,LMGP0201,bg
410.78643394537,LMGL0301,LMGP0301,bg
302.8867359659661,LMGL0301,LMGP0601,bg
101.73505918643485,LMGL0301,LMSP0201,bg
71.51208840285905,LMGL0301,LMSP0202,bg
0.08107531788547653,LMGL0301,LMGP0101,bg
52.34082709014668,LMGL0301,LMGP0201,bg
40.84658030449142,LMGL0301,LMGP0301,bg
24.25386182830548,LMGL0301,LMGP0601,bg
23.84155123548466,LMGL0301,LMSP0201,bg
26.932657273704816,LMGL0301,LMSP0202,bg
0.08107531788547653,LMGL0301,LMGP0101,bg
52.34082709014668,LMGL0301,LMGP0201,bg
40.84658030449142,LMGL0301,LMGP0301,bg
24.25386182830548,LMGL0301,LMGP0601,bg
23.84155123548466,LMGL0301,LMSP0201,bg
26.932657273704816,LMGL0301,LMSP0202,bg
0.08107531788547653,LMGL0301,LMGP0101,bg
52.34082709014668,LMGL0301,LMGP0201,bg
40.84658030449142,LMGL0301,LMGP0301,bg
24.25386182830548,LMGL0301,LMGP0601,bg
23.84155123548466,LMGL0301,LMSP0201,bg
26.932657273704816,LMGL0301,LMSP0202,bg
0.0976078645797746,LMGL0301,LMGP0101,bg
299.29807769165626,LMGL0301,LMGP0201,bg
410.78643394537,LMGL0301,LMGP0301,bg
302.8867359659661,LMGL0301,LMGP0601,bg
101.73505918643485,LMGL0301,LMSP0201,bg
71.51208840285905,LMGL0301,LMSP0202,bg
0.0976078645797746,LMGL0301,LMGP0101,bg
299.29807769165626,LMGL0301,LMGP0201,bg
410.78643394537,LMGL0301,LMGP0301,bg
302.8867359659661,LMGL0301,LMGP0601,bg
101.73505918643485,LMGL0301,LMSP0201,bg
71.51208840285905,LMGL0301,LMSP0202,bg
26.408904714559675,LMGP0101,LMGL0301,bg
107.58292722206893,LMGP0101,LMGP0201,bg
27.710073050218956,LMGP0101,LMGP0301,bg
25.71404677780025,LMGP0101,LMGP0601,bg
15.87497724003639,LMGP0101,LMSP0201,bg
0.34357404016200244,LMGP0101,LMSP0202,bg
26.408904714559675,LMGP0101,LMGL0301,bg
107.58292722206893,LMGP0101,LMGP0201,bg
27.710073050218956,LMGP0101,LMGP0301,bg
25.71404677780025,LMGP0101,LMGP0601,bg
15.87497724003639,LMGP0101,LMSP0201,bg
0.34357404016200244,LMGP0101,LMSP0202,bg
38.92591066782408,LMGP0101,LMGL0301,bg
198.33925625214027,LMGP0101,LMGP0201,bg
176.0830179328517,LMGP0101,LMGP0301,bg
28.574515515653765,LMGP0101,LMGP0601,bg
101.73505958627254,LMGP0101,LMSP0201,bg
71.51208840285905,LMGP0101,LMSP0202,bg
38.92591066782408,LMGP0101,LMGL0301,bg
198.33925625214027,LMGP0101,LMGP0201,bg
176.0830179328517,LMGP0101,LMGP0301,bg
28.574515515653765,LMGP0101,LMGP0601,bg
101.73505958627254,LMGP0101,LMSP0201,bg
71.51208840285905,LMGP0101,LMSP0202,bg
38.57262720355864,LMGP0101,LMGL0301,bg
457.2183324943245,LMGP0101,LMGP0201,bg
89.0487260374942,LMGP0101,LMGP0301,bg
20.051225233664503,LMGP0101,LMGP0601,bg
70.98198326582627,LMGP0101,LMSP0201,bg
19.093817843177447,LMGP0101,LMSP0202,bg
38.21934383524024,LMGP0101,LMGL0301,bg
83.3622112356929,LMGP0101,LMGP0201,bg
100.22956268453504,LMGP0101,LMGP0301,bg
306.6354474520071,LMGP0101,LMGP0601,bg
101.73505918643485,LMGP0101,LMSP0201,bg
71.51208840285905,LMGP0101,LMSP0202,bg
39.77162772637914,LMGP0101,LMGL0301,bg
100.71805417758745,LMGP0101,LMGP0201,bg
91.23193620905263,LMGP0101,LMGP0301,bg
28.059485051353494,LMGP0101,LMGP0601,bg
101.73505918643485,LMGP0101,LMSP0201,bg
71.51208840285905,LMGP0101,LMSP0202,bg
159.30685060032374,LMGP0101,LMGL0301,bg
461.07725110147635,LMGP0101,LMGP0201,bg
89.04872610139105,LMGP0101,LMGP0301,bg
31.42789022898473,LMGP0101,LMGP0601,bg
101.73505918643485,LMGP0101,LMSP0201,bg
71.51208840285905,LMGP0101,LMSP0202,bg
38.21934383346296,LMGP0101,LMGL0301,bg
101.594124940858,LMGP0101,LMGP0201,bg
88.13222099926182,LMGP0101,LMGP0301,bg
28.0700955421462,LMGP0101,LMGP0601,bg
101.73505918643485,LMGP0101,LMSP0201,bg
71.51208840285905,LMGP0101,LMSP0202,bg
38.21934383346296,LMGP0101,LMGL0301,bg
101.594124940858,LMGP0101,LMGP0201,bg
88.13222099926182,LMGP0101,LMGP0301,bg
28.0700955421462,LMGP0101,LMGP0601,bg
101.73505918643485,LMGP0101,LMSP0201,bg
71.51208840285905,LMGP0101,LMSP0202,bg
23.641448840054363,LMGP0101,LMGL0301,bg
107.01082680800951,LMGP0101,LMGP0201,bg
27.710073050218956,LMGP0101,LMGP0301,bg
126.25804099851362,LMGP0101,LMGP0601,bg
15.87497724003639,LMGP0101,LMSP0201,bg
0.34357404016200244,LMGP0101,LMSP0202,bg
23.641448840054363,LMGP0101,LMGL0301,bg
107.01082680800951,LMGP0101,LMGP0201,bg
27.710073050218956,LMGP0101,LMGP0301,bg
126.25804099851362,LMGP0101,LMGP0601,bg
15.87497724003639,LMGP0101,LMSP0201,bg
0.34357404016200244,LMGP0101,LMSP0202,bg
23.641448840054363,LMGP0101,LMGL0301,bg
107.01082680800951,LMGP0101,LMGP0201,bg
27.710073050218956,LMGP0101,LMGP0301,bg
126.25804099851362,LMGP0101,LMGP0601,bg
15.87497724003639,LMGP0101,LMSP0201,bg
0.34357404016200244,LMGP0101,LMSP0202,bg
38.925913748024406,LMGP0101,LMGL0301,bg
206.5188229189842,LMGP0101,LMGP0201,bg
55.86573132800912,LMGP0101,LMGP0301,bg
28.263558685926018,LMGP0101,LMGP0601,bg
101.73505918643485,LMGP0101,LMSP0201,bg
71.51208840285905,LMGP0101,LMSP0202,bg
26.408904714559675,LMGP0101,LMGL0301,bg
107.58292722206893,LMGP0101,LMGP0201,bg
27.710073050218956,LMGP0101,LMGP0301,bg
25.71404677780025,LMGP0101,LMGP0601,bg
15.87497724003639,LMGP0101,LMSP0201,bg
0.34357404016200244,LMGP0101,LMSP0202,bg
26.408904714559675,LMGP0101,LMGL0301,bg
107.58292722206893,LMGP0101,LMGP0201,bg
27.710073050218956,LMGP0101,LMGP0301,bg
25.71404677780025,LMGP0101,LMGP0601,bg
15.87497724003639,LMGP0101,LMSP0201,bg
0.34357404016200244,LMGP0101,LMSP0202,bg
25.582171355347096,LMGP0101,LMGL0301,bg
117.70043762969829,LMGP0101,LMGP0201,bg
89.9159765822646,LMGP0101,LMGP0301,bg
28.816517654522382,LMGP0101,LMGP0601,bg
104.0477442732122,LMGP0101,LMSP0201,bg
71.51208840285905,LMGP0101,LMSP0202,bg
38.92591066782408,LMGP0101,LMGL0301,bg
198.33925625214027,LMGP0101,LMGP0201,bg
176.0830179328517,LMGP0101,LMGP0301,bg
28.574515515653765,LMGP0101,LMGP0601,bg
101.73505958627254,LMGP0101,LMSP0201,bg
71.51208840285905,LMGP0101,LMSP0202,bg
38.92591066782408,LMGP0101,LMGL0301,bg
198.33925625214027,LMGP0101,LMGP0201,bg
176.0830179328517,LMGP0101,LMGP0301,bg
28.574515515653765,LMGP0101,LMGP0601,bg
101.73505958627254,LMGP0101,LMSP0201,bg
71.51208840285905,LMGP0101,LMSP0202,bg
38.21934383524024,LMGP0101,LMGL0301,bg
83.3622112356929,LMGP0101,LMGP0201,bg
100.22956268453504,LMGP0101,LMGP0301,bg
306.6354474520071,LMGP0101,LMGP0601,bg
101.73505918643485,LMGP0101,LMSP0201,bg
71.51208840285905,LMGP0101,LMSP0202,bg
39.77162772637914,LMGP0101,LMGL0301,bg
100.71805417758745,LMGP0101,LMGP0201,bg
91.23193620905263,LMGP0101,LMGP0301,bg
28.059485051353494,LMGP0101,LMGP0601,bg
101.73505918643485,LMGP0101,LMSP0201,bg
71.51208840285905,LMGP0101,LMSP0202,bg
38.21934383346296,LMGP0101,LMGL0301,bg
101.594124940858,LMGP0101,LMGP0201,bg
88.13222099926182,LMGP0101,LMGP0301,bg
28.0700955421462,LMGP0101,LMGP0601,bg
101.73505918643485,LMGP0101,LMSP0201,bg
71.51208840285905,LMGP0101,LMSP0202,bg
38.21934383346296,LMGP0101,LMGL0301,bg
101.594124940858,LMGP0101,LMGP0201,bg
88.13222099926182,LMGP0101,LMGP0301,bg
28.0700955421462,LMGP0101,LMGP0601,bg
101.73505918643485,LMGP0101,LMSP0201,bg
71.51208840285905,LMGP0101,LMSP0202,bg
23.641448840054363,LMGP0101,LMGL0301,bg
107.01082680800951,LMGP0101,LMGP0201,bg
27.710073050218956,LMGP0101,LMGP0301,bg
126.25804099851362,LMGP0101,LMGP0601,bg
15.87497724003639,LMGP0101,LMSP0201,bg
0.34357404016200244,LMGP0101,LMSP0202,bg
23.641448840054363,LMGP0101,LMGL0301,bg
107.01082680800951,LMGP0101,LMGP0201,bg
27.710073050218956,LMGP0101,LMGP0301,bg
126.25804099851362,LMGP0101,LMGP0601,bg
15.87497724003639,LMGP0101,LMSP0201,bg
0.34357404016200244,LMGP0101,LMSP0202,bg
23.641448840054363,LMGP0101,LMGL0301,bg
107.01082680800951,LMGP0101,LMGP0201,bg
27.710073050218956,LMGP0101,LMGP0301,bg
126.25804099851362,LMGP0101,LMGP0601,bg
15.87497724003639,LMGP0101,LMSP0201,bg
0.34357404016200244,LMGP0101,LMSP0202,bg
38.925913748024406,LMGP0101,LMGL0301,bg
206.5188229189842,LMGP0101,LMGP0201,bg
55.86573132800912,LMGP0101,LMGP0301,bg
28.263558685926018,LMGP0101,LMGP0601,bg
101.73505918643485,LMGP0101,LMSP0201,bg
71.51208840285905,LMGP0101,LMSP0202,bg
38.925913748024406,LMGP0101,LMGL0301,bg
206.5188229189842,LMGP0101,LMGP0201,bg
55.86573132800912,LMGP0101,LMGP0301,bg
28.263558685926018,LMGP0101,LMGP0601,bg
101.73505918643485,LMGP0101,LMSP0201,bg
71.51208840285905,LMGP0101,LMSP0202,bg
26.408904714559675,LMGP0101,LMGL0301,bg
107.58292722206893,LMGP0101,LMGP0201,bg
27.710073050218956,LMGP0101,LMGP0301,bg
25.71404677780025,LMGP0101,LMGP0601,bg
15.87497724003639,LMGP0101,LMSP0201,bg
0.34357404016200244,LMGP0101,LMSP0202,bg
26.408904714559675,LMGP0101,LMGL0301,bg
107.58292722206893,LMGP0101,LMGP0201,bg
27.710073050218956,LMGP0101,LMGP0301,bg
25.71404677780025,LMGP0101,LMGP0601,bg
15.87497724003639,LMGP0101,LMSP0201,bg
0.34357404016200244,LMGP0101,LMSP0202,bg
25.582171355347096,LMGP0101,LMGL0301,bg
117.70043762969829,LMGP0101,LMGP0201,bg
89.9159765822646,LMGP0101,LMGP0301,bg
28.816517654522382,LMGP0101,LMGP0601,bg
104.0477442732122,LMGP0101,LMSP0201,bg
71.51208840285905,LMGP0101,LMSP0202,bg
38.92591066782408,LMGP0101,LMGL0301,bg
198.33925625214027,LMGP0101,LMGP0201,bg
176.0830179328517,LMGP0101,LMGP0301,bg
28.574515515653765,LMGP0101,LMGP0601,bg
101.73505958627254,LMGP0101,LMSP0201,bg
71.51208840285905,LMGP0101,LMSP0202,bg
38.92591066782408,LMGP0101,LMGL0301,bg
198.33925625214027,LMGP0101,LMGP0201,bg
176.0830179328517,LMGP0101,LMGP0301,bg
28.574515515653765,LMGP0101,LMGP0601,bg
101.73505958627254,LMGP0101,LMSP0201,bg
71.51208840285905,LMGP0101,LMSP0202,bg
38.57262720355864,LMGP0101,LMGL0301,bg
457.2183324943245,LMGP0101,LMGP0201,bg
89.0487260374942,LMGP0101,LMGP0301,bg
20.051225233664503,LMGP0101,LMGP0601,bg
70.98198326582627,LMGP0101,LMSP0201,bg
19.093817843177447,LMGP0101,LMSP0202,bg
38.21934383524024,LMGP0101,LMGL0301,bg
83.3622112356929,LMGP0101,LMGP0201,bg
100.22956268453504,LMGP0101,LMGP0301,bg
306.6354474520071,LMGP0101,LMGP0601,bg
101.73505918643485,LMGP0101,LMSP0201,bg
71.51208840285905,LMGP0101,LMSP0202,bg
39.77162772637914,LMGP0101,LMGL0301,bg
100.71805417758745,LMGP0101,LMGP0201,bg
91.23193620905263,LMGP0101,LMGP0301,bg
28.059485051353494,LMGP0101,LMGP0601,bg
101.73505918643485,LMGP0101,LMSP0201,bg
71.51208840285905,LMGP0101,LMSP0202,bg
159.30685060032374,LMGP0101,LMGL0301,bg
461.07725110147635,LMGP0101,LMGP0201,bg
89.04872610139105,LMGP0101,LMGP0301,bg
31.42789022898473,LMGP0101,LMGP0601,bg
101.73505918643485,LMGP0101,LMSP0201,bg
71.51208840285905,LMGP0101,LMSP0202,bg
38.21934383346296,LMGP0101,LMGL0301,bg
101.594124940858,LMGP0101,LMGP0201,bg
88.13222099926182,LMGP0101,LMGP0301,bg
28.0700955421462,LMGP0101,LMGP0601,bg
101.73505918643485,LMGP0101,LMSP0201,bg
71.51208840285905,LMGP0101,LMSP0202,bg
38.21934383346296,LMGP0101,LMGL0301,bg
101.594124940858,LMGP0101,LMGP0201,bg
88.13222099926182,LMGP0101,LMGP0301,bg
28.0700955421462,LMGP0101,LMGP0601,bg
101.73505918643485,LMGP0101,LMSP0201,bg
71.51208840285905,LMGP0101,LMSP0202,bg
23.641448840054363,LMGP0101,LMGL0301,bg
107.01082680800951,LMGP0101,LMGP0201,bg
27.710073050218956,LMGP0101,LMGP0301,bg
126.25804099851362,LMGP0101,LMGP0601,bg
15.87497724003639,LMGP0101,LMSP0201,bg
0.34357404016200244,LMGP0101,LMSP0202,bg
23.641448840054363,LMGP0101,LMGL0301,bg
107.01082680800951,LMGP0101,LMGP0201,bg
27.710073050218956,LMGP0101,LMGP0301,bg
126.25804099851362,LMGP0101,LMGP0601,bg
15.87497724003639,LMGP0101,LMSP0201,bg
0.34357404016200244,LMGP0101,LMSP0202,bg
23.641448840054363,LMGP0101,LMGL0301,bg
107.01082680800951,LMGP0101,LMGP0201,bg
27.710073050218956,LMGP0101,LMGP0301,bg
126.25804099851362,LMGP0101,LMGP0601,bg
15.87497724003639,LMGP0101,LMSP0201,bg
0.34357404016200244,LMGP0101,LMSP0202,bg
38.925913748024406,LMGP0101,LMGL0301,bg
206.5188229189842,LMGP0101,LMGP0201,bg
55.86573132800912,LMGP0101,LMGP0301,bg
28.263558685926018,LMGP0101,LMGP0601,bg
101.73505918643485,LMGP0101,LMSP0201,bg
71.51208840285905,LMGP0101,LMSP0202,bg
26.408904714559675,LMGP0101,LMGL0301,bg
107.58292722206893,LMGP0101,LMGP0201,bg
27.710073050218956,LMGP0101,LMGP0301,bg
25.71404677780025,LMGP0101,LMGP0601,bg
15.87497724003639,LMGP0101,LMSP0201,bg
0.34357404016200244,LMGP0101,LMSP0202,bg
25.582171355347096,LMGP0101,LMGL0301,bg
117.70043762969829,LMGP0101,LMGP0201,bg
89.9159765822646,LMGP0101,LMGP0301,bg
28.816517654522382,LMGP0101,LMGP0601,bg
104.0477442732122,LMGP0101,LMSP0201,bg
71.51208840285905,LMGP0101,LMSP0202,bg
38.92591066782408,LMGP0101,LMGL0301,bg
198.33925625214027,LMGP0101,LMGP0201,bg
176.0830179328517,LMGP0101,LMGP0301,bg
28.574515515653765,LMGP0101,LMGP0601,bg
101.73505958627254,LMGP0101,LMSP0201,bg
71.51208840285905,LMGP0101,LMSP0202,bg
38.57262720355864,LMGP0101,LMGL0301,bg
457.2183324943245,LMGP0101,LMGP0201,bg
89.0487260374942,LMGP0101,LMGP0301,bg
20.051225233664503,LMGP0101,LMGP0601,bg
70.98198326582627,LMGP0101,LMSP0201,bg
19.093817843177447,LMGP0101,LMSP0202,bg
38.21934383524024,LMGP0101,LMGL0301,bg
83.3622112356929,LMGP0101,LMGP0201,bg
100.22956268453504,LMGP0101,LMGP0301,bg
306.6354474520071,LMGP0101,LMGP0601,bg
101.73505918643485,LMGP0101,LMSP0201,bg
71.51208840285905,LMGP0101,LMSP0202,bg
39.77162772637914,LMGP0101,LMGL0301,bg
100.71805417758745,LMGP0101,LMGP0201,bg
91.23193620905263,LMGP0101,LMGP0301,bg
28.059485051353494,LMGP0101,LMGP0601,bg
101.73505918643485,LMGP0101,LMSP0201,bg
71.51208840285905,LMGP0101,LMSP0202,bg
159.30685060032374,LMGP0101,LMGL0301,bg
461.07725110147635,LMGP0101,LMGP0201,bg
89.04872610139105,LMGP0101,LMGP0301,bg
31.42789022898473,LMGP0101,LMGP0601,bg
101.73505918643485,LMGP0101,LMSP0201,bg
71.51208840285905,LMGP0101,LMSP0202,bg
38.21934383346296,LMGP0101,LMGL0301,bg
101.594124940858,LMGP0101,LMGP0201,bg
88.13222099926182,LMGP0101,LMGP0301,bg
28.0700955421462,LMGP0101,LMGP0601,bg
101.73505918643485,LMGP0101,LMSP0201,bg
71.51208840285905,LMGP0101,LMSP0202,bg
23.641448840054363,LMGP0101,LMGL0301,bg
107.01082680800951,LMGP0101,LMGP0201,bg
27.710073050218956,LMGP0101,LMGP0301,bg
126.25804099851362,LMGP0101,LMGP0601,bg
15.87497724003639,LMGP0101,LMSP0201,bg
0.34357404016200244,LMGP0101,LMSP0202,bg
23.641448840054363,LMGP0101,LMGL0301,bg
107.01082680800951,LMGP0101,LMGP0201,bg
27.710073050218956,LMGP0101,LMGP0301,bg
126.25804099851362,LMGP0101,LMGP0601,bg
15.87497724003639,LMGP0101,LMSP0201,bg
0.34357404016200244,LMGP0101,LMSP0202,bg
23.641448840054363,LMGP0101,LMGL0301,bg
107.01082680800951,LMGP0101,LMGP0201,bg
27.710073050218956,LMGP0101,LMGP0301,bg
126.25804099851362,LMGP0101,LMGP0601,bg
15.87497724003639,LMGP0101,LMSP0201,bg
0.34357404016200244,LMGP0101,LMSP0202,bg
38.925913748024406,LMGP0101,LMGL0301,bg
206.5188229189842,LMGP0101,LMGP0201,bg
55.86573132800912,LMGP0101,LMGP0301,bg
28.263558685926018,LMGP0101,LMGP0601,bg
101.73505918643485,LMGP0101,LMSP0201,bg
71.51208840285905,LMGP0101,LMSP0202,bg
26.408904714559675,LMGP0101,LMGL0301,bg
107.58292722206893,LMGP0101,LMGP0201,bg
27.710073050218956,LMGP0101,LMGP0301,bg
25.71404677780025,LMGP0101,LMGP0601,bg
15.87497724003639,LMGP0101,LMSP0201,bg
0.34357404016200244,LMGP0101,LMSP0202,bg
26.408904714559675,LMGP0101,LMGL0301,bg
107.58292722206893,LMGP0101,LMGP0201,bg
27.710073050218956,LMGP0101,LMGP0301,bg
25.71404677780025,LMGP0101,LMGP0601,bg
15.87497724003639,LMGP0101,LMSP0201,bg
0.34357404016200244,LMGP0101,LMSP0202,bg
25.582171355347096,LMGP0101,LMGL0301,bg
117.70043762969829,LMGP0101,LMGP0201,bg
89.9159765822646,LMGP0101,LMGP0301,bg
28.816517654522382,LMGP0101,LMGP0601,bg
104.0477442732122,LMGP0101,LMSP0201,bg
71.51208840285905,LMGP0101,LMSP0202,bg
38.92591066782408,LMGP0101,LMGL0301,bg
198.33925625214027,LMGP0101,LMGP0201,bg
176.0830179328517,LMGP0101,LMGP0301,bg
28.574515515653765,LMGP0101,LMGP0601,bg
101.73505958627254,LMGP0101,LMSP0201,bg
71.51208840285905,LMGP0101,LMSP0202,bg
38.92591066782408,LMGP0101,LMGL0301,bg
198.33925625214027,LMGP0101,LMGP0201,bg
176.0830179328517,LMGP0101,LMGP0301,bg
28.574515515653765,LMGP0101,LMGP0601,bg
101.73505958627254,LMGP0101,LMSP0201,bg
71.51208840285905,LMGP0101,LMSP0202,bg
38.92591066782408,LMGP0101,LMGL0301,bg
198.33925625214027,LMGP0101,LMGP0201,bg
176.0830179328517,LMGP0101,LMGP0301,bg
28.574515515653765,LMGP0101,LMGP0601,bg
101.73505958627254,LMGP0101,LMSP0201,bg
71.51208840285905,LMGP0101,LMSP0202,bg
38.57262720355864,LMGP0101,LMGL0301,bg
457.2183324943245,LMGP0101,LMGP0201,bg
89.0487260374942,LMGP0101,LMGP0301,bg
20.051225233664503,LMGP0101,LMGP0601,bg
70.98198326582627,LMGP0101,LMSP0201,bg
19.093817843177447,LMGP0101,LMSP0202,bg
38.57262720355864,LMGP0101,LMGL0301,bg
457.2183324943245,LMGP0101,LMGP0201,bg
89.0487260374942,LMGP0101,LMGP0301,bg
20.051225233664503,LMGP0101,LMGP0601,bg
70.98198326582627,LMGP0101,LMSP0201,bg
19.093817843177447,LMGP0101,LMSP0202,bg
39.77162772637914,LMGP0101,LMGL0301,bg
100.71805417758745,LMGP0101,LMGP0201,bg
91.23193620905263,LMGP0101,LMGP0301,bg
28.059485051353494,LMGP0101,LMGP0601,bg
101.73505918643485,LMGP0101,LMSP0201,bg
71.51208840285905,LMGP0101,LMSP0202,bg
39.77162772637914,LMGP0101,LMGL0301,bg
100.71805417758745,LMGP0101,LMGP0201,bg
91.23193620905263,LMGP0101,LMGP0301,bg
28.059485051353494,LMGP0101,LMGP0601,bg
101.73505918643485,LMGP0101,LMSP0201,bg
71.51208840285905,LMGP0101,LMSP0202,bg
159.30685060032374,LMGP0101,LMGL0301,bg
461.07725110147635,LMGP0101,LMGP0201,bg
89.04872610139105,LMGP0101,LMGP0301,bg
31.42789022898473,LMGP0101,LMGP0601,bg
101.73505918643485,LMGP0101,LMSP0201,bg
71.51208840285905,LMGP0101,LMSP0202,bg
38.21934383346296,LMGP0101,LMGL0301,bg
101.594124940858,LMGP0101,LMGP0201,bg
88.13222099926182,LMGP0101,LMGP0301,bg
28.0700955421462,LMGP0101,LMGP0601,bg
101.73505918643485,LMGP0101,LMSP0201,bg
71.51208840285905,LMGP0101,LMSP0202,bg
38.21934383346296,LMGP0101,LMGL0301,bg
101.594124940858,LMGP0101,LMGP0201,bg
88.13222099926182,LMGP0101,LMGP0301,bg
28.0700955421462,LMGP0101,LMGP0601,bg
101.73505918643485,LMGP0101,LMSP0201,bg
71.51208840285905,LMGP0101,LMSP0202,bg
23.641448840054363,LMGP0101,LMGL0301,bg
107.01082680800951,LMGP0101,LMGP0201,bg
27.710073050218956,LMGP0101,LMGP0301,bg
126.25804099851362,LMGP0101,LMGP0601,bg
15.87497724003639,LMGP0101,LMSP0201,bg
0.34357404016200244,LMGP0101,LMSP0202,bg
38.925913748024406,LMGP0101,LMGL0301,bg
206.5188229189842,LMGP0101,LMGP0201,bg
55.86573132800912,LMGP0101,LMGP0301,bg
28.263558685926018,LMGP0101,LMGP0601,bg
101.73505918643485,LMGP0101,LMSP0201,bg
71.51208840285905,LMGP0101,LMSP0202,bg
38.925913748024406,LMGP0101,LMGL0301,bg
206.5188229189842,LMGP0101,LMGP0201,bg
55.86573132800912,LMGP0101,LMGP0301,bg
28.263558685926018,LMGP0101,LMGP0601,bg
101.73505918643485,LMGP0101,LMSP0201,bg
71.51208840285905,LMGP0101,LMSP0202,bg
159.30685060032374,LMGP0201,LMGL0301,bg
28.569252605692814,LMGP0201,LMGP0101,bg
89.04872610139105,LMGP0201,LMGP0301,bg
31.42789022898473,LMGP0201,LMGP0601,bg
101.73505918643485,LMGP0201,LMSP0201,bg
71.51208840285905,LMGP0201,LMSP0202,bg
159.30685060032374,LMGP0201,LMGL0301,bg
28.569252605692814,LMGP0201,LMGP0101,bg
89.04872610139105,LMGP0201,LMGP0301,bg
31.42789022898473,LMGP0201,LMGP0601,bg
101.73505918643485,LMGP0201,LMSP0201,bg
71.51208840285905,LMGP0201,LMSP0202,bg
38.925910677003806,LMGP0201,LMGL0301,bg
21.079700681187166,LMGP0201,LMGP0101,bg
89.04872610139105,LMGP0201,LMGP0301,bg
28.28817333242989,LMGP0201,LMGP0601,bg
23.84155123548466,LMGP0201,LMSP0201,bg
26.932657273704816,LMGP0201,LMSP0202,bg
38.925910677003806,LMGP0201,LMGL0301,bg
21.079700681187166,LMGP0201,LMGP0101,bg
89.04872610139105,LMGP0201,LMGP0301,bg
28.28817333242989,LMGP0201,LMGP0601,bg
23.84155123548466,LMGP0201,LMSP0201,bg
26.932657273704816,LMGP0201,LMSP0202,bg
288.6741674042963,LMGP0201,LMGL0301,bg
21.079700681187166,LMGP0201,LMGP0101,bg
55.86573132800912,LMGP0201,LMGP0301,bg
28.41942306916878,LMGP0201,LMGP0601,bg
101.73505918643485,LMGP0201,LMSP0201,bg
71.51208840285905,LMGP0201,LMSP0202,bg
38.925910677003806,LMGP0201,LMGL0301,bg
21.079700681187166,LMGP0201,LMGP0101,bg
89.04872610139105,LMGP0201,LMGP0301,bg
29.221493029478186,LMGP0201,LMGP0601,bg
70.98198326582627,LMGP0201,LMSP0201,bg
26.932657273704816,LMGP0201,LMSP0202,bg
38.925910677003806,LMGP0201,LMGL0301,bg
21.079700681187166,LMGP0201,LMGP0101,bg
89.04872610139105,LMGP0201,LMGP0301,bg
28.2987837841585,LMGP0201,LMGP0601,bg
101.73505918643485,LMGP0201,LMSP0201,bg
71.51208840285905,LMGP0201,LMSP0202,bg
38.57262720355864,LMGP0201,LMGL0301,bg
21.079700681187166,LMGP0201,LMGP0101,bg
89.0487260374942,LMGP0201,LMGP0301,bg
20.051225233664503,LMGP0201,LMGP0601,bg
70.98198326582627,LMGP0201,LMSP0201,bg
19.093817843177447,LMGP0201,LMSP0202,bg
38.925910677003806,LMGP0201,LMGL0301,bg
21.079700681187166,LMGP0201,LMGP0101,bg
89.04872610139105,LMGP0201,LMGP0301,bg
28.2987837841585,LMGP0201,LMGP0601,bg
101.73505918643485,LMGP0201,LMSP0201,bg
71.51208840285905,LMGP0201,LMSP0202,bg
38.57262720355864,LMGP0201,LMGL0301,bg
21.079700681187166,LMGP0201,LMGP0101,bg
89.0487260374942,LMGP0201,LMGP0301,bg
20.051225233664503,LMGP0201,LMGP0601,bg
70.98198326582627,LMGP0201,LMSP0201,bg
19.093817843177447,LMGP0201,LMSP0202,bg
38.925910677003806,LMGP0201,LMGL0301,bg
21.079700681187166,LMGP0201,LMGP0101,bg
89.04872610139105,LMGP0201,LMGP0301,bg
28.2987837841585,LMGP0201,LMGP0601,bg
101.73505918643485,LMGP0201,LMSP0201,bg
71.51208840285905,LMGP0201,LMSP0202,bg
38.57262720355864,LMGP0201,LMGL0301,bg
21.079700681187166,LMGP0201,LMGP0101,bg
89.0487260374942,LMGP0201,LMGP0301,bg
20.051225233664503,LMGP0201,LMGP0601,bg
70.98198326582627,LMGP0201,LMSP0201,bg
19.093817843177447,LMGP0201,LMSP0202,bg
38.925910670786216,LMGP0201,LMGL0301,bg
21.079700681187166,LMGP0201,LMGP0101,bg
89.04872610139105,LMGP0201,LMGP0301,bg
31.42789022898473,LMGP0201,LMGP0601,bg
