Score,CandidateLipidClassType,SpectrumLipidClassType,ClassifierType,Type,SpectrumID
49.1007923470531,LMGP0201,LMGP0301,LMGP0301_sin,bg,spec470
2.0165474899589,LMGP0108,LMGP0301,LMGP0301_sin,bg,spec471
47.3782851735758,LMGP0201,LMGP0301,LMGP0301_sin,bg,spec472
2.12885077940934,LMGP0108,LMGP0301,LMGP0301_sin,bg,spec473
56.844653020673,LMGP0201,LMGP0301,LMGP0301_sin,bg,spec474
56.8446529032646,LMGP0103,LMGP0301,LMGP0301_sin,bg,spec474
40.3021753325775,LMGP0201,LMGP0301,LMGP0301_sin,bg,spec475
40.3021752243024,LMGP0103,LMGP0301,LMGP0301_sin,bg,spec475
41.667684626923,LMGP0201,LMGP0301,LMGP0301_sin,bg,spec476
41.6676844972645,LMGP0103,LMGP0301,LMGP0301_sin,bg,spec476
62.1246219021133,LMGP0109,LMGP0301,LMGP0301_sin,bg,spec477
47.5623031558317,LMGP0103,LMGP0301,LMGP0301_sin,bg,spec477
69.7278149815739,LMGP0109,LMGP0301,LMGP0301_sin,bg,spec478
50.6822893672901,LMGP0103,LMGP0301,LMGP0301_sin,bg,spec478
1.70409577445415,LMGP0108,LMGP0301,LMGP0301_sin,bg,spec479
51.5669686472207,LMGP0201,LMGP0301,LMGP0301_sin,bg,spec480
46.4565796302128,LMGP0201,LMGP0301,LMGP0301_sin,bg,spec481
46.4565795201876,LMGP0103,LMGP0301,LMGP0301_sin,bg,spec481
48.1770008919607,LMGP0201,LMGP0301,LMGP0301_sin,bg,spec482
48.1770007717749,LMGP0103,LMGP0301,LMGP0301_sin,bg,spec482
103.485849589651,LMGP0109,LMGP0301,LMGP0301_sin,bg,spec483
46.2619796837095,LMGP0103,LMGP0301,LMGP0301_sin,bg,spec483
1.80424058173302,LMGP0108,LMGP0301,LMGP0301_sin,bg,spec485
44.0013418679753,LMGP0201,LMGP0301,LMGP0301_sin,bg,spec486
2.06171173002008,LMGP0108,LMGP0301,LMGP0301_sin,bg,spec487
57.5405469979018,LMGP0201,LMGP0301,LMGP0301_sin,bg,spec488
42.7979240949889,LMGP0201,LMGP0301,LMGP0301_sin,bg,spec489
42.7979239824877,LMGP0103,LMGP0301,LMGP0301_sin,bg,spec489
